File,Line,Token,LineText,Model,Surface,Origin,RiskOfChange,InitialRecommendation
tests\app\fitting\test_gui_fit_registry_contract.m,100,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', 0.0, 'fluidDensity', 1000, 'fluidSoundSpeed', 1500), ...",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_fit_registry_contract.m,102,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 70, 'TolX', 1e-4)));",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_fit_registry_contract.m,102,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 70, 'TolX', 1e-4)));",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_fit_registry_contract.m,102,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 70, 'TolX', 1e-4)));",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_elastic_atlas_guard_contract.m,17,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_full_curve_fast_contract.m,47,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', fitConfig.initialGuess.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_full_curve_fast_contract.m,47,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', fitConfig.initialGuess.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_full_curve_fast_contract.m,37,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-5));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_full_curve_fast_contract.m,37,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-5));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_full_curve_fast_contract.m,37,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-5));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,34,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', params.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,55,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', params.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,88,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', params.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,34,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', params.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,55,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', params.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,88,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', params.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,38,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 8, 'MaxFunEvals', 18, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,59,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 8, 'MaxFunEvals', 18, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,92,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 4, 'MaxFunEvals', 8, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,38,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 8, 'MaxFunEvals', 18, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,59,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 8, 'MaxFunEvals', 18, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,92,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 4, 'MaxFunEvals', 8, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,38,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 8, 'MaxFunEvals', 18, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,59,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 8, 'MaxFunEvals', 18, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_route_policy_contract.m,92,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 4, 'MaxFunEvals', 8, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_zero_eta_atlas_contract.m,36,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', 0, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_zero_eta_atlas_contract.m,36,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', 0, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_zero_eta_atlas_contract.m,40,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-4)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_zero_eta_atlas_contract.m,40,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-4)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fit_zero_eta_atlas_contract.m,40,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-4)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fixed_etaS_fit_contract.m,36,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', fixedEtaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fixed_etaS_fit_contract.m,36,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', fixedEtaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fixed_etaS_fit_contract.m,40,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fixed_etaS_fit_contract.m,40,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_fixed_etaS_fit_contract.m,40,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,19,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,63,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', 0.05, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,105,Fast,"'controls', struct('robustness', ""Fast"", 'etaS', fitParams.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,63,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', 0.05, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,105,robustness,"'controls', struct('robustness', ""Fast"", 'etaS', fitParams.etaS, ...",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,109,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,109,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\fitting\test_gui_mrlfe_unified_atlas_policy_contract.m,109,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 2, 'MaxFunEvals', 5, 'TolX', 1e-4)));",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\app\gui\test_gui_acoustoelastic_iop_hgo_main_adapter_smoke.m,29,atlasNumYPoints,"options.atlasNumYPoints = 300;",AE,Fit,GUI/adapter,low,preserve as historical context
tests\app\gui\test_gui_acoustoelastic_iop_hgo_main_adapter_smoke.m,30,atlasTopNMinima,"options.atlasTopNMinima = 12;",AE,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_acoustoelastic_iop_hgo_sweep_adapter_smoke.m,22,atlasNumYPoints,"controls.atlasNumYPoints = 180;",AE,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_acoustoelastic_iop_hgo_sweep_adapter_smoke.m,23,atlasTopNMinima,"controls.atlasTopNMinima = 8;",AE,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_adapters_smoke.m,21,Fast,"controls.robustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_adapters_smoke.m,66,Fast,"controls.robustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_adapters_smoke.m,21,robustness,"controls.robustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_adapters_smoke.m,66,robustness,"controls.robustness = ""Fast"";",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_registry_smoke.m,68,Robust,"controls.robustness = family.defaultRobustness;",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_registry_smoke.m,105,Robust,"'controls', struct('robustness', rlFamily.defaultRobustness), ...",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_registry_smoke.m,68,robustness,"controls.robustness = family.defaultRobustness;",shared,Fit,GUI/adapter,low,preserve as historical context
tests\app\sweeps\test_gui_sweep_registry_smoke.m,105,robustness,"'controls', struct('robustness', rlFamily.defaultRobustness), ...",shared,Fit,GUI/adapter,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_atlasA0_smoke.m,23,atlasNumYPoints,"options.atlasNumYPoints = 300;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_atlasA0_smoke.m,24,atlasTopNMinima,"options.atlasTopNMinima = 12;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_fallback_invalidation.m,25,atlasNumYPoints,"options.atlasNumYPoints = 300;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_fallback_invalidation.m,26,atlasTopNMinima,"options.atlasTopNMinima = 12;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_identityA0_diagnostic_policy.m,22,atlasNumYPoints,"options.atlasNumYPoints = 500;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_identityA0_diagnostic_policy.m,23,atlasTopNMinima,"options.atlasTopNMinima = 18;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_internal_tracking_grid.m,26,atlasNumYPoints,"options.atlasNumYPoints = 600;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_internal_tracking_grid.m,27,atlasTopNMinima,"options.atlasTopNMinima = 16;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_acoustoelastic_iop_hgo_internal_tracking_grid.m,31,atlasInitializationNumFrequencyPoints,"options.atlasInitializationNumFrequencyPoints = 50;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_ae_fit_synthetic_atlasA0.m,23,atlasNumYPoints,"solverOptions.atlasNumYPoints = 300;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_ae_fit_synthetic_atlasA0.m,24,atlasTopNMinima,"solverOptions.atlasTopNMinima = 12;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_ae_fit_synthetic_atlasA0.m,26,atlasInitializationNumFrequencyPoints,"solverOptions.atlasInitializationNumFrequencyPoints = 50;",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_ae_fit_synthetic_atlasA0.m,48,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3));",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_ae_fit_synthetic_atlasA0.m,48,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3));",AE,Fit,test,low,preserve as historical context
tests\models\acoustoelastic_iop_hgo\test_ae_fit_synthetic_atlasA0.m,48,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 10, 'MaxFunEvals', 24, 'TolX', 1e-3));",AE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_adaptive_physical_tail_contract.m,63,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_adaptive_physical_tail_contract.m,87,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_adaptive_physical_tail_contract.m,95,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 500;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_delayed_direct_visco_opt_in_contract.m,15,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_delayed_direct_visco_opt_in_contract.m,25,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 120;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_delayed_direct_visco_s0_guard_contract.m,15,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_policy_selector_contract.m,44,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_policy_selector_contract.m,68,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_policy_selector_contract.m,78,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 300;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_a0_policy_selector_contract.m,75,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 300;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_atlas_policy_matrix_contract.m,16,Fast,"policyOptions.robustness = ""Fast"";",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_atlas_policy_matrix_contract.m,16,robustness,"policyOptions.robustness = ""Fast"";",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_atlas_policy_matrix_contract.m,26,mrlfeViscoAtlasCpScanPoints,"policyOptions.mrlfeViscoAtlasCpScanPoints = 120;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_direct_visco_atlas_evaluator.m,23,mrlfeA0DPCpScanPoints,"atlasOptions.mrlfeA0DPCpScanPoints = 900;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_direct_visco_atlas_modal_cut_policy.m,20,mrlfeA0DPCpScanPoints,"options.mrlfeA0DPCpScanPoints = 900;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_direct_visco_atlas_option_alias_contract.m,24,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 111;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_direct_visco_atlas_option_alias_contract.m,23,mrlfeA0DPCpScanPoints,"options.mrlfeA0DPCpScanPoints = 321;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_direct_visco_atlas_option_alias_contract.m,46,mrlfeA0DPCpScanPoints,"assert(summary.cpScanPoints == options.mrlfeA0DPCpScanPoints, 'Canonical cpScanPoints should override legacy alias.');",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_direct_visco_branch_policy_contract.m,18,mrlfeViscoAtlasCpScanPoints,"policy.mrlfeViscoAtlasCpScanPoints = 321;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_elastic_reference_buffer.m,16,Fast,"baseOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_etaS_fit_forward_cache.m,38,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_etaS_fit_forward_cache.m,38,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_etaS_fit_forward_cache.m,38,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 80, 'TolX', 1e-5));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_etaS_zero_diagnostic_selection.m,15,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_etaS_zero_limit.m,15,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,29,Fast,"[CpFast_mps, rawFast] = mrlfeEvaluateFitModel(params, frequency_Hz, branchName, fastOptions);",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,31,Fast,"valid = isfinite(CpReference_mps(:)) & isfinite(CpFast_mps(:));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,34,Fast,"diff_mps = CpFast_mps(:) - CpReference_mps(:);",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,39,Fast,"assert(isfield(rawFast, 'fitPerformanceDefaults'), 'Fast mRLFE fitting evaluation must report fit performance defaults.');",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,40,Fast,"assert(rawFast.fitPerformanceDefaults.useFitPerformanceDefaults == true, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,42,Fast,"assert(rawFast.fitPerformanceDefaults.preset == ""fast_elastic_A0Like"", ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,44,Fast,"assert(rawFast.fitPerformanceDefaults.useInternalTrackingGrid == true, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,46,Fast,"assert(rawFast.fitPerformanceDefaults.internalTrackingMinPoints == 10, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,48,Fast,"assert(rawFast.fitPerformanceDefaults.internalTrackingPointFactor == 1, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,50,Fast,"assert(rawFast.fitPerformanceDefaults.a0DpCpScanPoints == 500, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,52,Fast,"assert(rmseDiff_mps < 0.05, 'Fast mRLFE fitting Cp RMSE difference is too large relative to reference.');",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,53,Fast,"assert(maxAbsDiff_mps < 0.05, 'Fast mRLFE fitting maximum Cp difference is too large relative to reference.');",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,54,Fast,"assert(maxRelDiff < 0.01, 'Fast mRLFE fitting maximum relative Cp difference is too large relative to reference.');",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,78,Fast,"fprintf('Fast preset:      trackingMinPoints=%g | pointFactor=%g | cpScanPoints=%g\n', ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,79,Fast,"rawFast.fitPerformanceDefaults.internalTrackingMinPoints, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,80,Fast,"rawFast.fitPerformanceDefaults.internalTrackingPointFactor, ...",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,81,Fast,"rawFast.fitPerformanceDefaults.a0DpCpScanPoints);",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_fast_options_quality.m,23,mrlfeA0DPCpScanPoints,"referenceOptions.mrlfeA0DPCpScanPoints = 2200;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_synthetic_A0Like.m,35,MaxIter,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 70, 'TolX', 1e-4));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_synthetic_A0Like.m,35,MaxFunEvals,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 70, 'TolX', 1e-4));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_fit_synthetic_A0Like.m,35,TolX,"'optimizerOptions', optimset('Display', 'off', 'MaxIter', 35, 'MaxFunEvals', 70, 'TolX', 1e-4));",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_internal_grid_quality_guard.m,16,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_internal_tracking_grid.m,17,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_internal_tracking_grid_with_buffer.m,17,Fast,"baseOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_modal_atlas_ambiguity_contract.m,24,Fast,"seedOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_modal_atlas_ambiguity_contract.m,35,Fast,"atlasOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,GUI/adapter,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_modal_atlas_s0_contract.m,24,Fast,"seedOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_modal_atlas_s0_contract.m,35,Fast,"atlasOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_model_candidate_names.m,34,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_s0_adaptive_atlas_tracker_contract.m,36,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_s0_adaptive_atlas_tracker_contract.m,41,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 160;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_smoke.m,14,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_tracking_quality_summary.m,15,Fast,"elasticOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_tracking_strategy_comparison.m,16,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_unified_atlas_mu_sweep_contract.m,53,Fast,"rlOptions = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_unified_atlas_mu_sweep_contract.m,77,Fast,"options = rlDefaultOptions(""Fast"");",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_unified_atlas_mu_sweep_contract.m,86,mrlfeAdaptiveCpScanPoints,"options.mrlfeAdaptiveCpScanPoints = 180;",mRLFE,Fit,test,low,preserve as historical context
tests\models\mrlfe\test_mrlfe_unified_atlas_mu_sweep_contract.m,81,mrlfeViscoAtlasCpScanPoints,"options.mrlfeViscoAtlasCpScanPoints = 180;",mRLFE,Fit,test,low,preserve as historical context
